Genus,Class,Family
Demnosa,Dicotyledons,CACTACEAE
Dendrocereus,Dicotyledons,CACTACEAE
Denmoza,Dicotyledons,CACTACEAE
Digitorebutia,Dicotyledons,CACTACEAE
Diploperianthium,Dicotyledons,CACTACEAE
Discocactus,Dicotyledons,CACTACEAE
Disisocactus,Dicotyledons,CACTACEAE
Disocactus,Dicotyledons,CACTACEAE
Disocereus,Dicotyledons,CACTACEAE
Dolichothele,Dicotyledons,CACTACEAE
Dracocactus,Dicotyledons,CACTACEAE
Ebnerella,Dicotyledons,CACTACEAE
Eccremocactus,Dicotyledons,CACTACEAE
Eccremocereus,Dicotyledons,CACTACEAE
Echinocactus,Dicotyledons,CACTACEAE
Echinocactus,Dicotyledons,CACTACEAE
Echinocereus,Dicotyledons,CACTACEAE
Echinofossulocactus,Dicotyledons,CACTACEAE
Echinofossulocactus,Dicotyledons,CACTACEAE
Echinolobivia,Dicotyledons,CACTACEAE
Echinomastus,Dicotyledons,CACTACEAE
Echinonyctanthus,Dicotyledons,CACTACEAE
Echinopsis,Dicotyledons,CACTACEAE
Echinorebutia,Dicotyledons,CACTACEAE
Efossus,Dicotyledons,CACTACEAE
Encephalocarpus,Dicotyledons,CACTACEAE
Eomatucana,Dicotyledons,CACTACEAE
Epiphyllanthus,Dicotyledons,CACTACEAE
Epiphyllopsis,Dicotyledons,CACTACEAE
Epiphyllum,Dicotyledons,CACTACEAE
Epiphyllum,Dicotyledons,CACTACEAE
Epithelantha,Dicotyledons,CACTACEAE
Erdisia,Dicotyledons,CACTACEAE
Eriocactus,Dicotyledons,CACTACEAE
Eriocephala,Dicotyledons,CACTACEAE
Eriocereus,Dicotyledons,CACTACEAE
Eriosyce,Dicotyledons,CACTACEAE
Erythrocereus,Dicotyledons,CACTACEAE
Erythrorhipsalis,Dicotyledons,CACTACEAE
Escobaria,Dicotyledons,CACTACEAE
Escobesseya,Dicotyledons,CACTACEAE
Escontria,Dicotyledons,CACTACEAE
Espostoa,Dicotyledons,CACTACEAE
Espostoopsis,Dicotyledons,CACTACEAE
Eulychnia,Dicotyledons,CACTACEAE
Eulychnocactus,Dicotyledons,CACTACEAE
Euporteria,Dicotyledons,CACTACEAE
Eurebutia,Dicotyledons,CACTACEAE
Facheiroa,Dicotyledons,CACTACEAE
Ferocactus,Dicotyledons,CACTACEAE
Ficindica,Dicotyledons,CACTACEAE
Floresia,Dicotyledons,CACTACEAE
Floribunda,Dicotyledons,CACTACEAE
Fobea,Dicotyledons,CACTACEAE
Frailea,Dicotyledons,CACTACEAE
Friesia,Dicotyledons,CACTACEAE
Furiolobivia,Dicotyledons,CACTACEAE
Gerocephalus,Dicotyledons,CACTACEAE
Glandulicactus,Dicotyledons,CACTACEAE
Glandulifera,Dicotyledons,CACTACEAE
Grusonia,Dicotyledons,CACTACEAE
Gymnantha,Dicotyledons,CACTACEAE
Gymnanthocereus,Dicotyledons,CACTACEAE
Gymnocactus,Dicotyledons,CACTACEAE
Gymnocactus,Dicotyledons,CACTACEAE
Gymnocalycium,Dicotyledons,CACTACEAE
Gymnocereus,Dicotyledons,CACTACEAE
Haagea,Dicotyledons,CACTACEAE
Haageocactus,Dicotyledons,CACTACEAE
Haageocereus,Dicotyledons,CACTACEAE
Hamatocactus,Dicotyledons,CACTACEAE
Hariota,Dicotyledons,CACTACEAE
Hariota,Dicotyledons,CACTACEAE
Harrisia,Dicotyledons,CACTACEAE
Haseltonia,Dicotyledons,CACTACEAE
Hatiora,Dicotyledons,CACTACEAE
Heliabravoa,Dicotyledons,CACTACEAE
Helianthocereus,Dicotyledons,CACTACEAE
Heliocereus,Dicotyledons,CACTACEAE
Hertrichocereus,Dicotyledons,CACTACEAE
Heterolobivia,Dicotyledons,CACTACEAE
Hickenia,Dicotyledons,CACTACEAE
Hildewintera,Dicotyledons,CACTACEAE
Hildmannia,Dicotyledons,CACTACEAE
Homalocephala,Dicotyledons,CACTACEAE
Horridocactus,Dicotyledons,CACTACEAE
Hylocereus,Dicotyledons,CACTACEAE
Hymenorebulobivia,Dicotyledons,CACTACEAE
Hymenorebutia,Dicotyledons,CACTACEAE
Islaya,Dicotyledons,CACTACEAE
Isolatocereus,Dicotyledons,CACTACEAE
Jasminocereus,Dicotyledons,CACTACEAE
Krainzia,Dicotyledons,CACTACEAE
Lactomammillaria,Dicotyledons,CACTACEAE
Lasiocereus,Dicotyledons,CACTACEAE
Lemaireocereus,Dicotyledons,CACTACEAE
Leocereus,Dicotyledons,CACTACEAE
Lepidocoryphantha,Dicotyledons,CACTACEAE
Lepismium,Dicotyledons,CACTACEAE
Leptocereus,Dicotyledons,CACTACEAE
Leptocladia,Dicotyledons,CACTACEAE
Leptocladodia,Dicotyledons,CACTACEAE
Leuchtenbergia,Dicotyledons,CACTACEAE
Leucostele,Dicotyledons,CACTACEAE
Lobeira,Dicotyledons,CACTACEAE
Lobirebutia,Dicotyledons,CACTACEAE
Lobivia,Dicotyledons,CACTACEAE
Lobiviopsis,Dicotyledons,CACTACEAE
Lophocereus,Dicotyledons,CACTACEAE
Lophophora,Dicotyledons,CACTACEAE
Loxanthocereus,Dicotyledons,CACTACEAE
Lymanbensonia,Dicotyledons,CACTACEAE
Machaerocereus,Dicotyledons,CACTACEAE
Maierocactus,Dicotyledons,CACTACEAE
Maihuenia,Dicotyledons,CACTACEAE
Maihueniopsis,Dicotyledons,CACTACEAE
Malacocarpus,Dicotyledons,CACTACEAE
Mamillaria,Dicotyledons,CACTACEAE
Mamillopsis,Dicotyledons,CACTACEAE
Mammariella,Dicotyledons,CACTACEAE
Mammilaria,Dicotyledons,CACTACEAE
Mammillaria,Dicotyledons,CACTACEAE
Mammilloydia,Dicotyledons,CACTACEAE
Marenopuntia,Dicotyledons,CACTACEAE
Marginatocereus,Dicotyledons,CACTACEAE
Maritimocereus,Dicotyledons,CACTACEAE
Marniera,Dicotyledons,CACTACEAE
Marshallocereus,Dicotyledons,CACTACEAE
Matucana,Dicotyledons,CACTACEAE
Mediocactus,Dicotyledons,CACTACEAE
Mediocereus,Dicotyledons,CACTACEAE
Mediolobivia,Dicotyledons,CACTACEAE
Mediorebutia,Dicotyledons,CACTACEAE
Megalobivia,Dicotyledons,CACTACEAE
Melocactus,Dicotyledons,CACTACEAE
Mesechinopsis,Dicotyledons,CACTACEAE
Meyenia,Dicotyledons,CACTACEAE
Micranthocereus,Dicotyledons,CACTACEAE
Micropuntia,Dicotyledons,CACTACEAE
Microspermia,Dicotyledons,CACTACEAE
Mila,Dicotyledons,CACTACEAE
Miqueliopuntia,Dicotyledons,CACTACEAE
Mirabella,Dicotyledons,CACTACEAE
Mitrocereus,Dicotyledons,CACTACEAE
Monvillea,Dicotyledons,CACTACEAE
Morangaya,Dicotyledons,CACTACEAE
Morawetzia,Dicotyledons,CACTACEAE
Myrtillocactus,Dicotyledons,CACTACEAE
Myrtillocereus,Dicotyledons,CACTACEAE
Napina,Dicotyledons,CACTACEAE
Navajoa,Dicotyledons,CACTACEAE
Neoabbottia,Dicotyledons,CACTACEAE
Neobesseya,Dicotyledons,CACTACEAE
Neobinghamia,Dicotyledons,CACTACEAE
Neobuxbaumia,Dicotyledons,CACTACEAE
Neocardenasia,Dicotyledons,CACTACEAE
Neochilenia,Dicotyledons,CACTACEAE
Neodawsonia,Dicotyledons,CACTACEAE
Neoevansia,Dicotyledons,CACTACEAE
Neogomesia,Dicotyledons,CACTACEAE
Neogomezia,Dicotyledons,CACTACEAE
Neogymnantha,Dicotyledons,CACTACEAE
Neohickenia,Dicotyledons,CACTACEAE
Neolemaireocereus,Dicotyledons,CACTACEAE
Neolloydia,Dicotyledons,CACTACEAE
Neolobivia,Dicotyledons,CACTACEAE
Neomammillaria,Dicotyledons,CACTACEAE
Neoporteria,Dicotyledons,CACTACEAE
Neoporteria,Dicotyledons,CACTACEAE
Neoraimondia,Dicotyledons,CACTACEAE
Neotanahashia,Dicotyledons,CACTACEAE
Neowerdermannia,Dicotyledons,CACTACEAE
Nichelia,Dicotyledons,CACTACEAE
Nopalea,Dicotyledons,CACTACEAE
Nopalxochia,Dicotyledons,CACTACEAE
Normanbokea,Dicotyledons,CACTACEAE
Notocactus,Dicotyledons,CACTACEAE
Nyctocereus,Dicotyledons,CACTACEAE
Obregonia,Dicotyledons,CACTACEAE
Oehmea,Dicotyledons,CACTACEAE
Opuntia,Dicotyledons,CACTACEAE
Opuntiopsis,Dicotyledons,CACTACEAE
Oreocereus,Dicotyledons,CACTACEAE
Oroya,Dicotyledons,CACTACEAE
Ortegocactus,Dicotyledons,CACTACEAE
Pachycereus,Dicotyledons,CACTACEAE
Parodia,Dicotyledons,CACTACEAE
Parviopuntia,Dicotyledons,CACTACEAE
Pediocactus,Dicotyledons,CACTACEAE
Peirescia,Dicotyledons,CACTACEAE
Peireskia,Dicotyledons,CACTACEAE
Peireskiopsis,Dicotyledons,CACTACEAE
Pelecyphora,Dicotyledons,CACTACEAE
Peniocereus,Dicotyledons,CACTACEAE
Perescia,Dicotyledons,CACTACEAE
Pereskia,Dicotyledons,CACTACEAE
Pereskiopsis,Dicotyledons,CACTACEAE
Peruvocereus,Dicotyledons,CACTACEAE
Pfeiffera,Dicotyledons,CACTACEAE
Phellosperma,Dicotyledons,CACTACEAE
Philippicereus,Dicotyledons,CACTACEAE
Phyllarthus,Dicotyledons,CACTACEAE
Phyllocactus,Dicotyledons,CACTACEAE
Phyllocereus,Dicotyledons,CACTACEAE
Pilocanthus,Dicotyledons,CACTACEAE
Pilocereus,Dicotyledons,CACTACEAE
Pilocereus,Dicotyledons,CACTACEAE
Pilocopiapoa,Dicotyledons,CACTACEAE
Pilopsis,Dicotyledons,CACTACEAE
Pilosocereus,Dicotyledons,CACTACEAE
Piptanthocereus,Dicotyledons,CACTACEAE
Polaskia,Dicotyledons,CACTACEAE
Porfiria,Dicotyledons,CACTACEAE
Praecereus,Dicotyledons,CACTACEAE
Pseudoacanthocereus,Dicotyledons,CACTACEAE
Pseudoechinocereus,Dicotyledons,CACTACEAE
Pseudoespostoa,Dicotyledons,CACTACEAE
Pseudolobivia,Dicotyledons,CACTACEAE
Pseudomammillaria,Dicotyledons,CACTACEAE
Pseudomitrocereus,Dicotyledons,CACTACEAE
Pseudonopalxochia,Dicotyledons,CACTACEAE
Pseudopilocereus,Dicotyledons,CACTACEAE
Pseudorhipsalis,Dicotyledons,CACTACEAE
Pseudosolisia,Dicotyledons,CACTACEAE
Pseudotephrocactus,Dicotyledons,CACTACEAE
Pseudozygocactus,Dicotyledons,CACTACEAE
Pterocactus,Dicotyledons,CACTACEAE
Pterocereus,Dicotyledons,CACTACEAE
Puna,Dicotyledons,CACTACEAE
Pygmaeocereus,Dicotyledons,CACTACEAE
Pyrrhocactus,Dicotyledons,CACTACEAE
Quiabentia,Dicotyledons,CACTACEAE
Rapicactus,Dicotyledons,CACTACEAE
Rathbunia,Dicotyledons,CACTACEAE
Rauhocereus,Dicotyledons,CACTACEAE
Rebulobivia,Dicotyledons,CACTACEAE
Rebutia,Dicotyledons,CACTACEAE
Reicheocactus,Dicotyledons,CACTACEAE
Rhipsalidopsis,Dicotyledons,CACTACEAE
Rhipsalis,Dicotyledons,CACTACEAE
Rhodocactus,Dicotyledons,CACTACEAE
Ritterocereus,Dicotyledons,CACTACEAE
Rodentiophila,Dicotyledons,CACTACEAE
Rooksbya,Dicotyledons,CACTACEAE
Roseia,Dicotyledons,CACTACEAE
Roseocactus,Dicotyledons,CACTACEAE
Roseocereus,Dicotyledons,CACTACEAE
Salmiopuntia,Dicotyledons,CACTACEAE
Salpingolobivia,Dicotyledons,CACTACEAE
Samaipaticereus,Dicotyledons,CACTACEAE
Schlumbergera,Dicotyledons,CACTACEAE
Sclerocactus,Dicotyledons,CACTACEAE
Scoparebutia,Dicotyledons,CACTACEAE
Selenicereus,Dicotyledons,CACTACEAE
Sericocactus,Dicotyledons,CACTACEAE
Seticereus,Dicotyledons,CACTACEAE
Seticleistocactus,Dicotyledons,CACTACEAE
Setiechinopsis,Dicotyledons,CACTACEAE
Setirebutia,Dicotyledons,CACTACEAE
Siccobaccatus,Dicotyledons,CACTACEAE
Soehrensia,Dicotyledons,CACTACEAE
Solisia,Dicotyledons,CACTACEAE
Spegazzinia,Dicotyledons,CACTACEAE
Spinicalycium,Dicotyledons,CACTACEAE
Stenocactus,Dicotyledons,CACTACEAE
Stenocereus,Dicotyledons,CACTACEAE
Stephanocereus,Dicotyledons,CACTACEAE
Stetsonia,Dicotyledons,CACTACEAE
Stromatocactus,Dicotyledons,CACTACEAE
Strombocactus,Dicotyledons,CACTACEAE
Strophocactus,Dicotyledons,CACTACEAE
Strophocereus,Dicotyledons,CACTACEAE
Submatucana,Dicotyledons,CACTACEAE
Subpilocereus,Dicotyledons,CACTACEAE
Subulatopuntia,Dicotyledons,CACTACEAE
Sulcorebutia,Dicotyledons,CACTACEAE
Tacinga,Dicotyledons,CACTACEAE
Tephrocactus,Dicotyledons,CACTACEAE
Thelocactus,Dicotyledons,CACTACEAE
Thelocephala,Dicotyledons,CACTACEAE
Thelomastus,Dicotyledons,CACTACEAE
Thrixanthocereus,Dicotyledons,CACTACEAE
Toumeya,Dicotyledons,CACTACEAE
Trichocereus,Dicotyledons,CACTACEAE
Trochilocactus,Dicotyledons,CACTACEAE
Tunas,Dicotyledons,CACTACEAE
Turbinicarpus,Dicotyledons,CACTACEAE
Uebelmannia,Dicotyledons,CACTACEAE
Utahia,Dicotyledons,CACTACEAE
Vatricania,Dicotyledons,CACTACEAE
Weberbauerocereus,Dicotyledons,CACTACEAE
Weberiopuntia,Dicotyledons,CACTACEAE
Weberocereus,Dicotyledons,CACTACEAE
Weingartia,Dicotyledons,CACTACEAE
Werckleocereus,Dicotyledons,CACTACEAE
Wigginsia,Dicotyledons,CACTACEAE
Wilcoxia,Dicotyledons,CACTACEAE
Wilmattea,Dicotyledons,CACTACEAE
Winteria,Dicotyledons,CACTACEAE
Winterocereus,Dicotyledons,CACTACEAE
Wittia,Dicotyledons,CACTACEAE
Wittiocactus,Dicotyledons,CACTACEAE
Yungasocereus,Dicotyledons,CACTACEAE
Zehntnerella,Dicotyledons,CACTACEAE
Zygocactus,Dicotyledons,CACTACEAE
Zygocereus,Dicotyledons,CACTACEAE
Callitriche,Dicotyledons,CALLITRICHACEAE
Calycanthus,Dicotyledons,CALYCANTHACEAE
Chimonanthus,Dicotyledons,CALYCANTHACEAE
Sinocalycanthus,Dicotyledons,CALYCANTHACEAE
Acarpha,Dicotyledons,CALYCERACEAE
Acicarpha,Dicotyledons,CALYCERACEAE
Boopis,Dicotyledons,CALYCERACEAE
Calycera,Dicotyledons,CALYCERACEAE
Gamocarpha,Dicotyledons,CALYCERACEAE
Leucocera,Dicotyledons,CALYCERACEAE
Moschopsis,Dicotyledons,CALYCERACEAE
Nastanthus,Dicotyledons,CALYCERACEAE
Adenophora,Dicotyledons,CAMPANULACEAE
Annaea,Dicotyledons,CAMPANULACEAE
Apetahia,Dicotyledons,CAMPANULACEAE
Astrocodon,Dicotyledons,CAMPANULACEAE
Asyneuma,Dicotyledons,CAMPANULACEAE
Azorina,Dicotyledons,CAMPANULACEAE
Berenice,Dicotyledons,CAMPANULACEAE
Bolelia,Dicotyledons,CAMPANULACEAE
Brachycodon,Dicotyledons,CAMPANULACEAE
Brighamia,Dicotyledons,CAMPANULACEAE
Burmeistera,Dicotyledons,CAMPANULACEAE
Byrsanthes,Dicotyledons,CAMPANULACEAE
Campanula,Dicotyledons,CAMPANULACEAE
Campanulastrum,Dicotyledons,CAMPANULACEAE
Campanumoea,Dicotyledons,CAMPANULACEAE
Canarina,Dicotyledons,CAMPANULACEAE
Centropogon,Dicotyledons,CAMPANULACEAE
Cephalostigma,Dicotyledons,CAMPANULACEAE
Cervicina,Dicotyledons,CAMPANULACEAE
Clermontia,Dicotyledons,CAMPANULACEAE
Clintonia,Dicotyledons,CAMPANULACEAE
Codonopsis,Dicotyledons,CAMPANULACEAE
Colensoa,Dicotyledons,CAMPANULACEAE
Craterocapsa,Dicotyledons,CAMPANULACEAE
Cremochilus,Dicotyledons,CAMPANULACEAE
Cryptocodon,Dicotyledons,CAMPANULACEAE
Cyananthus,Dicotyledons,CAMPANULACEAE
Cyanea,Dicotyledons,CAMPANULACEAE
Cyclocodon,Dicotyledons,CAMPANULACEAE
Cylindrocarpa,Dicotyledons,CAMPANULACEAE
Cyphia,Dicotyledons,CAMPANULACEAE
Cyphocarpus,Dicotyledons,CAMPANULACEAE
Delissea,Dicotyledons,CAMPANULACEAE
Dialypetalum,Dicotyledons,CAMPANULACEAE
Diastatea,Dicotyledons,CAMPANULACEAE
Dielsantha,Dicotyledons,CAMPANULACEAE
Diosphaera,Dicotyledons,CAMPANULACEAE
Dominella,Dicotyledons,CAMPANULACEAE
Downingia,Dicotyledons,CAMPANULACEAE
Echinocodon,Dicotyledons,CAMPANULACEAE
Edraianthus,Dicotyledons,CAMPANULACEAE
Enchysia,Dicotyledons,CAMPANULACEAE
Fedorovia,Dicotyledons,CAMPANULACEAE
Feeria,Dicotyledons,CAMPANULACEAE
Gadellia,Dicotyledons,CAMPANULACEAE
Gaertnera,Dicotyledons,CAMPANULACEAE
Githopsis,Dicotyledons,CAMPANULACEAE
Glosocomia,Dicotyledons,CAMPANULACEAE
Glossocomia,Dicotyledons,CAMPANULACEAE
Grammatotheca,Dicotyledons,CAMPANULACEAE
Gunillaea,Dicotyledons,CAMPANULACEAE
Halacsyella,Dicotyledons,CAMPANULACEAE
Hanabusaya,Dicotyledons,CAMPANULACEAE
Haynaldia,Dicotyledons,CAMPANULACEAE
Hedraeanthus,Dicotyledons,CAMPANULACEAE
Heterochaenia,Dicotyledons,CAMPANULACEAE
Heterocodon,Dicotyledons,CAMPANULACEAE
Heterotoma,Dicotyledons,CAMPANULACEAE
Hippobroma,Dicotyledons,CAMPANULACEAE
Homocodon,Dicotyledons,CAMPANULACEAE
Howellia,Dicotyledons,CAMPANULACEAE
Hypsela,Dicotyledons,CAMPANULACEAE
Hyssaria,Dicotyledons,CAMPANULACEAE
Isolobus,Dicotyledons,CAMPANULACEAE
Isotoma,Dicotyledons,CAMPANULACEAE
Jasione,Dicotyledons,CAMPANULACEAE
Jasionella,Dicotyledons,CAMPANULACEAE
Kittelia,Dicotyledons,CAMPANULACEAE
Laurentia,Dicotyledons,CAMPANULACEAE
Legenere,Dicotyledons,CAMPANULACEAE
Legousia,Dicotyledons,CAMPANULACEAE
Leptocodon,Dicotyledons,CAMPANULACEAE
Leptocodon,Dicotyledons,CAMPANULACEAE
Lightfootia,Dicotyledons,CAMPANULACEAE
Lobelia,Dicotyledons,CAMPANULACEAE
Lysipomia,Dicotyledons,CAMPANULACEAE
Merciera,Dicotyledons,CAMPANULACEAE
Mezleria,Dicotyledons,CAMPANULACEAE
Michauxia,Dicotyledons,CAMPANULACEAE
Microcodon,Dicotyledons,CAMPANULACEAE
Monopsis,Dicotyledons,CAMPANULACEAE
Muehlbergella,Dicotyledons,CAMPANULACEAE
Musschia,Dicotyledons,CAMPANULACEAE
Myopsia,Dicotyledons,CAMPANULACEAE
Mzymtella,Dicotyledons,CAMPANULACEAE
Namacodon,Dicotyledons,CAMPANULACEAE
Nemacladus,Dicotyledons,CAMPANULACEAE
Neocodon,Dicotyledons,CAMPANULACEAE
Neowimmeria,Dicotyledons,CAMPANULACEAE
Nesocodon,Dicotyledons,CAMPANULACEAE
Numaeacampa,Dicotyledons,CAMPANULACEAE
Ostrowskia,Dicotyledons,CAMPANULACEAE
Ovilla,Dicotyledons,CAMPANULACEAE
Palmerella,Dicotyledons,CAMPANULACEAE
Parastranthus,Dicotyledons,CAMPANULACEAE
Parishella,Dicotyledons,CAMPANULACEAE
Peracarpa,Dicotyledons,CAMPANULACEAE
Petromarula,Dicotyledons,CAMPANULACEAE
Phyllocharis,Dicotyledons,CAMPANULACEAE
Physoplexis,Dicotyledons,CAMPANULACEAE
Phyteuma,Dicotyledons,CAMPANULACEAE
Piddingtonia,Dicotyledons,CAMPANULACEAE
Platycodon,Dicotyledons,CAMPANULACEAE
Podanthum,Dicotyledons,CAMPANULACEAE
Pongati,Dicotyledons,CAMPANULACEAE
Pongatium,Dicotyledons,CAMPANULACEAE
Popoviocodonia,Dicotyledons,CAMPANULACEAE
Pratia,Dicotyledons,CAMPANULACEAE
Prismatocarpus,Dicotyledons,CAMPANULACEAE
Pseudocampanula,Dicotyledons,CAMPANULACEAE
Pseudonemacladus,Dicotyledons,CAMPANULACEAE
Rapinia,Dicotyledons,CAMPANULACEAE
Rapunculus,Dicotyledons,CAMPANULACEAE
Rapuntia,Dicotyledons,CAMPANULACEAE
Rapuntium,Dicotyledons,CAMPANULACEAE
Rapuntium,Dicotyledons,CAMPANULACEAE
Rhigiophyllum,Dicotyledons,CAMPANULACEAE
Rhizocephalum,Dicotyledons,CAMPANULACEAE
Roella,Dicotyledons,CAMPANULACEAE
Rollandia,Dicotyledons,CAMPANULACEAE
Rotantha,Dicotyledons,CAMPANULACEAE
Ruthiella,Dicotyledons,CAMPANULACEAE
Sachokiella,Dicotyledons,CAMPANULACEAE
Schultesia,Dicotyledons,CAMPANULACEAE
Sclerotheca,Dicotyledons,CAMPANULACEAE
Sergia,Dicotyledons,CAMPANULACEAE
Siphocampylus,Dicotyledons,CAMPANULACEAE
Siphocodon,Dicotyledons,CAMPANULACEAE
Solenopsis,Dicotyledons,CAMPANULACEAE
Specularia,Dicotyledons,CAMPANULACEAE
Speirema,Dicotyledons,CAMPANULACEAE
Sphenoclea,Dicotyledons,CAMPANULACEAE
Symphiandra,Dicotyledons,CAMPANULACEAE
Symphyandra,Dicotyledons,CAMPANULACEAE
Synotoma,Dicotyledons,CAMPANULACEAE
Theilera,Dicotyledons,CAMPANULACEAE
Tracheliopsis,Dicotyledons,CAMPANULACEAE
Trachelium,Dicotyledons,CAMPANULACEAE
Treichelia,Dicotyledons,CAMPANULACEAE
Trematocarpus,Dicotyledons,CAMPANULACEAE
Trematolobelia,Dicotyledons,CAMPANULACEAE
Trimeris,Dicotyledons,CAMPANULACEAE
Triodanis,Dicotyledons,CAMPANULACEAE
Trochocodon,Dicotyledons,CAMPANULACEAE
Tupa,Dicotyledons,CAMPANULACEAE
Unigenes,Dicotyledons,CAMPANULACEAE
Wahlenbergia,Dicotyledons,CAMPANULACEAE
Wittea,Dicotyledons,CAMPANULACEAE
Zeugandra,Dicotyledons,CAMPANULACEAE
Canella,Dicotyledons,CANELLACEAE
Capsicodendron,Dicotyledons,CANELLACEAE
Cinnamodendron,Dicotyledons,CANELLACEAE
Cinnamosma,Dicotyledons,CANELLACEAE
Pleodendron,Dicotyledons,CANELLACEAE
Warburgia,Dicotyledons,CANELLACEAE
Cannabis,Dicotyledons,CANNABACEAE
Humulopsis,Dicotyledons,CANNABACEAE
Humulus,Dicotyledons,CANNABACEAE
Acanthothamnus,Dicotyledons,CANOTIACEAE
Canotia,Dicotyledons,CANOTIACEAE
Apophyllum,Dicotyledons,CAPPARACEAE
Atamisquea,Dicotyledons,CAPPARACEAE
Bachmannia,Dicotyledons,CAPPARACEAE
Beautempsia,Dicotyledons,CAPPARACEAE
Belencita,Dicotyledons,CAPPARACEAE
Borthwickia,Dicotyledons,CAPPARACEAE
Boscia,Dicotyledons,CAPPARACEAE
Buchholzia,Dicotyledons,CAPPARACEAE
Buhsia,Dicotyledons,CAPPARACEAE
Cadaba,Dicotyledons,CAPPARACEAE
Capparidastrum,Dicotyledons,CAPPARACEAE
Capparis,Dicotyledons,CAPPARACEAE
Chilocalyx,Dicotyledons,CAPPARACEAE
Cladostemon,Dicotyledons,CAPPARACEAE
Cleome,Dicotyledons,CAPPARACEAE
Cleomella,Dicotyledons,CAPPARACEAE
Colicodendron,Dicotyledons,CAPPARACEAE
Courbonia,Dicotyledons,CAPPARACEAE
Crateva,Dicotyledons,CAPPARACEAE
Cristatella,Dicotyledons,CAPPARACEAE
Dactylaena,Dicotyledons,CAPPARACEAE
Dhofaria,Dicotyledons,CAPPARACEAE
Dianthera,Dicotyledons,CAPPARACEAE
Dipterygium,Dicotyledons,CAPPARACEAE
Euadenia,Dicotyledons,CAPPARACEAE
Forchhammeria,Dicotyledons,CAPPARACEAE
Gynandropsis,Dicotyledons,CAPPARACEAE
Haptocarpum,Dicotyledons,CAPPARACEAE
Hypselandra,Dicotyledons,CAPPARACEAE
Isomeris,Dicotyledons,CAPPARACEAE
Justago,Dicotyledons,CAPPARACEAE
Koeberlinia,Dicotyledons,CAPPARACEAE
Linnaeobreynia,Dicotyledons,CAPPARACEAE
Maerua,Dicotyledons,CAPPARACEAE
Meeboldia,Dicotyledons,CAPPARACEAE
Morisonia,Dicotyledons,CAPPARACEAE
Neocalyptrocalyx,Dicotyledons,CAPPARACEAE
Neothorelia,Dicotyledons,CAPPARACEAE
Niebuhria,Dicotyledons,CAPPARACEAE
Oceanopapaver,Dicotyledons,CAPPARACEAE
Oxystylis,Dicotyledons,CAPPARACEAE
Pedicellaria,Dicotyledons,CAPPARACEAE
Pentadiplandra,Dicotyledons,CAPPARACEAE
Physostemon,Dicotyledons,CAPPARACEAE
Podandrogyne,Dicotyledons,CAPPARACEAE
Poilanedora,Dicotyledons,CAPPARACEAE
Polanisia,Dicotyledons,CAPPARACEAE
Pteroloma,Dicotyledons,CAPPARACEAE
Pteropetalum,Dicotyledons,CAPPARACEAE
Puccionia,Dicotyledons,CAPPARACEAE
Quadrella,Dicotyledons,CAPPARACEAE
Ritchiea,Dicotyledons,CAPPARACEAE
Rorida,Dicotyledons,CAPPARACEAE
Roridula,Dicotyledons,CAPPARACEAE
Roydsia,Dicotyledons,CAPPARACEAE
Setchellanthus,Dicotyledons,CAPPARACEAE
Steriphoma,Dicotyledons,CAPPARACEAE
Stixis,Dicotyledons,CAPPARACEAE
Stuebelia,Dicotyledons,CAPPARACEAE
Tetrateleia,Dicotyledons,CAPPARACEAE
Tetratelia,Dicotyledons,CAPPARACEAE
Thilachium,Dicotyledons,CAPPARACEAE
Tirania,Dicotyledons,CAPPARACEAE
Wislizenia,Dicotyledons,CAPPARACEAE
Abelia,Dicotyledons,CAPRIFOLIACEAE
Diervilla,Dicotyledons,CAPRIFOLIACEAE
Dipelta,Dicotyledons,CAPRIFOLIACEAE
Heptacodium,Dicotyledons,CAPRIFOLIACEAE
Kolkwitzia,Dicotyledons,CAPRIFOLIACEAE
Leycesteria,Dicotyledons,CAPRIFOLIACEAE
Linnaea,Dicotyledons,CAPRIFOLIACEAE
Lonicera,Dicotyledons,CAPRIFOLIACEAE
Metalonicera,Dicotyledons,CAPRIFOLIACEAE
Sambucus,Dicotyledons,CAPRIFOLIACEAE
Symphoricarpos,Dicotyledons,CAPRIFOLIACEAE
Triosteum,Dicotyledons,CAPRIFOLIACEAE
Viburnum,Dicotyledons,CAPRIFOLIACEAE
Weigela,Dicotyledons,CAPRIFOLIACEAE
Zabelia,Dicotyledons,CAPRIFOLIACEAE
Cardiopteris,Dicotyledons,CARDIOPTERIDACEAE
Peripterygium,Dicotyledons,CARDIOPTERIDACEAE
Carica,Dicotyledons,CARICACEAE
Cylicomorpha,Dicotyledons,CARICACEAE
Jacaratia,Dicotyledons,CARICACEAE
Jarilla,Dicotyledons,CARICACEAE
Jarilla,Dicotyledons,CARICACEAE
Pileus,Dicotyledons,CARICACEAE
Carlemannia,Dicotyledons,CARLEMANNIACEAE
Quiducia,Dicotyledons,CARLEMANNIACEAE
Silvianthus,Dicotyledons,CARLEMANNIACEAE
Anthodiscus,Dicotyledons,CARYOCARACEAE
Caryocar,Dicotyledons,CARYOCARACEAE
Acanthophyllum,Dicotyledons,CARYOPHYLLACEAE
Agrostemma,Dicotyledons,CARYOPHYLLACEAE
